analysis_identity_id,evidence_set_id,candidate_selected
A000370,experiment:ref_girma_ethiopian_head_smut_2019,1
A000371,experiment:ref_girma_ethiopian_head_smut_2019,1
A000372,experiment:ref_girma_ethiopian_head_smut_2019,1
A000374,experiment:ref_girma_ethiopian_head_smut_2019,1
A000375,experiment:ref_girma_ethiopian_head_smut_2019,1
A000376,experiment:ref_girma_ethiopian_head_smut_2019,1
A000377,experiment:ref_girma_ethiopian_head_smut_2019,1
A000378,experiment:ref_girma_ethiopian_head_smut_2019,0
A000379,experiment:ref_girma_ethiopian_head_smut_2019,1
A000380,experiment:ref_girma_ethiopian_head_smut_2019,1
A000381,experiment:ref_girma_ethiopian_head_smut_2019,1
A000382,experiment:ref_girma_ethiopian_head_smut_2019,0
A000383,experiment:ref_girma_ethiopian_head_smut_2019,1
A000384,experiment:ref_girma_ethiopian_head_smut_2019,1
A000385,experiment:ref_girma_ethiopian_head_smut_2019,1
A000386,experiment:ref_girma_ethiopian_head_smut_2019,0
A000387,experiment:ref_girma_ethiopian_head_smut_2019,1
A000388,experiment:ref_girma_ethiopian_head_smut_2019,1
A000389,experiment:ref_girma_ethiopian_head_smut_2019,1
A000390,experiment:ref_girma_ethiopian_head_smut_2019,1
A000391,experiment:ref_girma_ethiopian_head_smut_2019,1
A000392,experiment:ref_girma_ethiopian_head_smut_2019,0
A000393,experiment:ref_girma_ethiopian_head_smut_2019,1
A000394,experiment:ref_girma_ethiopian_head_smut_2019,1
A000395,experiment:ref_girma_ethiopian_head_smut_2019,1
A000396,experiment:ref_girma_ethiopian_head_smut_2019,1
A000397,experiment:ref_girma_ethiopian_head_smut_2019,0
A000398,experiment:ref_girma_ethiopian_head_smut_2019,1
A000399,experiment:ref_girma_ethiopian_head_smut_2019,1
A000400,experiment:ref_girma_ethiopian_head_smut_2019,0
A000401,experiment:ref_girma_ethiopian_head_smut_2019,1
A000402,experiment:ref_girma_ethiopian_head_smut_2019,0
A000403,experiment:ref_girma_ethiopian_head_smut_2019,1
A000404,experiment:ref_girma_ethiopian_head_smut_2019,1
A000405,experiment:ref_girma_ethiopian_head_smut_2019,1
A000406,experiment:ref_girma_ethiopian_head_smut_2019,1
A000407,experiment:ref_girma_ethiopian_head_smut_2019,0
A000408,experiment:ref_girma_ethiopian_head_smut_2019,0
A000409,experiment:ref_girma_ethiopian_head_smut_2019,0
A000410,experiment:ref_girma_ethiopian_head_smut_2019,0
A000411,experiment:ref_girma_ethiopian_head_smut_2019,0
A000412,experiment:ref_girma_ethiopian_head_smut_2019,1
A000413,experiment:ref_girma_ethiopian_head_smut_2019,0
A000416,experiment:ref_girma_ethiopian_head_smut_2019,0
A000417,experiment:ref_girma_ethiopian_head_smut_2019,1
A000418,experiment:ref_girma_ethiopian_head_smut_2019,0
A000419,experiment:ref_girma_ethiopian_head_smut_2019,0
A000420,experiment:ref_girma_ethiopian_head_smut_2019,1
A000421,experiment:ref_girma_ethiopian_head_smut_2019,0
A000422,experiment:ref_girma_ethiopian_head_smut_2019,1
A000423,experiment:ref_girma_ethiopian_head_smut_2019,0
A000424,experiment:ref_girma_ethiopian_head_smut_2019,0
A000425,experiment:ref_girma_ethiopian_head_smut_2019,0
A000426,experiment:ref_girma_ethiopian_head_smut_2019,0
A000427,experiment:ref_girma_ethiopian_head_smut_2019,0
A000428,experiment:ref_girma_ethiopian_head_smut_2019,0
A000429,experiment:ref_girma_ethiopian_head_smut_2019,1
A000430,experiment:ref_girma_ethiopian_head_smut_2019,0
A000431,experiment:ref_girma_ethiopian_head_smut_2019,1
A000432,experiment:ref_girma_ethiopian_head_smut_2019,0
A000433,experiment:ref_girma_ethiopian_head_smut_2019,0
A000434,experiment:ref_girma_ethiopian_head_smut_2019,1
A000435,experiment:ref_girma_ethiopian_head_smut_2019,1
A000436,experiment:ref_girma_ethiopian_head_smut_2019,0
A000437,experiment:ref_girma_ethiopian_head_smut_2019,1
A000438,experiment:ref_girma_ethiopian_head_smut_2019,0
A000440,experiment:ref_girma_ethiopian_head_smut_2019,1
A000442,experiment:ref_girma_ethiopian_head_smut_2019,1
A000443,experiment:ref_girma_ethiopian_head_smut_2019,0
A000444,experiment:ref_girma_ethiopian_head_smut_2019,1
A000445,experiment:ref_girma_ethiopian_head_smut_2019,1
A000446,experiment:ref_girma_ethiopian_head_smut_2019,1
A000447,experiment:ref_girma_ethiopian_head_smut_2019,1
A000448,experiment:ref_girma_ethiopian_head_smut_2019,1
A000449,experiment:ref_girma_ethiopian_head_smut_2019,0
A000450,experiment:ref_girma_ethiopian_head_smut_2019,1
A000451,experiment:ref_girma_ethiopian_head_smut_2019,1
A000452,experiment:ref_girma_ethiopian_head_smut_2019,1
A000453,experiment:ref_girma_ethiopian_head_smut_2019,1
A000454,experiment:ref_girma_ethiopian_head_smut_2019,0
A000455,experiment:ref_girma_ethiopian_head_smut_2019,1
A000456,experiment:ref_girma_ethiopian_head_smut_2019,0
A000457,experiment:ref_girma_ethiopian_head_smut_2019,0
A000458,experiment:ref_girma_ethiopian_head_smut_2019,0
A000459,experiment:ref_girma_ethiopian_head_smut_2019,1
A000460,experiment:ref_girma_ethiopian_head_smut_2019,1
A000461,experiment:ref_girma_ethiopian_head_smut_2019,1
A000462,experiment:ref_girma_ethiopian_head_smut_2019,1
A000463,experiment:ref_girma_ethiopian_head_smut_2019,1
A000464,experiment:ref_girma_ethiopian_head_smut_2019,1
A000465,experiment:ref_girma_ethiopian_head_smut_2019,1
A000466,experiment:ref_girma_ethiopian_head_smut_2019,1
A000467,experiment:ref_girma_ethiopian_head_smut_2019,1
A000469,experiment:ref_girma_ethiopian_head_smut_2019,1
A000470,experiment:ref_girma_ethiopian_head_smut_2019,1
A000471,experiment:ref_girma_ethiopian_head_smut_2019,1
A000472,experiment:ref_girma_ethiopian_head_smut_2019,1
A000473,experiment:ref_girma_ethiopian_head_smut_2019,1
A000474,experiment:ref_girma_ethiopian_head_smut_2019,1
A000475,experiment:ref_girma_ethiopian_head_smut_2019,0
A000476,experiment:ref_girma_ethiopian_head_smut_2019,0
A000477,experiment:ref_girma_ethiopian_head_smut_2019,0
A000478,experiment:ref_girma_ethiopian_head_smut_2019,0
A000479,experiment:ref_girma_ethiopian_head_smut_2019,1
A000480,experiment:ref_girma_ethiopian_head_smut_2019,0
A000481,experiment:ref_girma_ethiopian_head_smut_2019,1
A000482,experiment:ref_girma_ethiopian_head_smut_2019,1
A000483,experiment:ref_girma_ethiopian_head_smut_2019,1
A000484,experiment:ref_girma_ethiopian_head_smut_2019,1
A000485,experiment:ref_girma_ethiopian_head_smut_2019,0
A000486,experiment:ref_girma_ethiopian_head_smut_2019,0
A000487,experiment:ref_girma_ethiopian_head_smut_2019,1
A000488,experiment:ref_girma_ethiopian_head_smut_2019,1
A000489,experiment:ref_girma_ethiopian_head_smut_2019,0
A000490,experiment:ref_girma_ethiopian_head_smut_2019,0
A000492,experiment:ref_girma_ethiopian_head_smut_2019,1
A000493,experiment:ref_girma_ethiopian_head_smut_2019,0
A000494,experiment:ref_girma_ethiopian_head_smut_2019,1
A000495,experiment:ref_girma_ethiopian_head_smut_2019,1
A000496,experiment:ref_girma_ethiopian_head_smut_2019,1
A000497,experiment:ref_girma_ethiopian_head_smut_2019,1
A000498,experiment:ref_girma_ethiopian_head_smut_2019,1
A000499,experiment:ref_girma_ethiopian_head_smut_2019,1
A000500,experiment:ref_girma_ethiopian_head_smut_2019,0
A000501,experiment:ref_girma_ethiopian_head_smut_2019,1
A000502,experiment:ref_girma_ethiopian_head_smut_2019,1
A000503,experiment:ref_girma_ethiopian_head_smut_2019,1
A000504,experiment:ref_girma_ethiopian_head_smut_2019,0
A000505,experiment:ref_girma_ethiopian_head_smut_2019,1
A000506,experiment:ref_girma_ethiopian_head_smut_2019,0
A000507,experiment:ref_girma_ethiopian_head_smut_2019,0
A000508,experiment:ref_girma_ethiopian_head_smut_2019,1
A000509,experiment:ref_girma_ethiopian_head_smut_2019,0
A000510,experiment:ref_girma_ethiopian_head_smut_2019,1
A000511,experiment:ref_girma_ethiopian_head_smut_2019,1
A000512,experiment:ref_girma_ethiopian_head_smut_2019,1
A000513,experiment:ref_girma_ethiopian_head_smut_2019,1
A000514,experiment:ref_girma_ethiopian_head_smut_2019,1
A000515,experiment:ref_girma_ethiopian_head_smut_2019,0
A000516,experiment:ref_girma_ethiopian_head_smut_2019,0
A000517,experiment:ref_girma_ethiopian_head_smut_2019,1
A000518,experiment:ref_girma_ethiopian_head_smut_2019,1
A000520,experiment:ref_girma_ethiopian_head_smut_2019,0
A000521,experiment:ref_girma_ethiopian_head_smut_2019,1
A000522,experiment:ref_girma_ethiopian_head_smut_2019,1
A000523,experiment:ref_girma_ethiopian_head_smut_2019,1
A000524,experiment:ref_girma_ethiopian_head_smut_2019,1
A000525,experiment:ref_girma_ethiopian_head_smut_2019,0
A000526,experiment:ref_girma_ethiopian_head_smut_2019,1
A000527,experiment:ref_girma_ethiopian_head_smut_2019,1
A000528,experiment:ref_girma_ethiopian_head_smut_2019,1
A000529,experiment:ref_girma_ethiopian_head_smut_2019,1
A000530,experiment:ref_girma_ethiopian_head_smut_2019,0
A000531,experiment:ref_girma_ethiopian_head_smut_2019,1
A000532,experiment:ref_girma_ethiopian_head_smut_2019,1
A000533,experiment:ref_girma_ethiopian_head_smut_2019,1
A000534,experiment:ref_girma_ethiopian_head_smut_2019,1
A000535,experiment:ref_girma_ethiopian_head_smut_2019,1
A000536,experiment:ref_girma_ethiopian_head_smut_2019,1
A000537,experiment:ref_girma_ethiopian_head_smut_2019,0
A000538,experiment:ref_girma_ethiopian_head_smut_2019,1
A000539,experiment:ref_girma_ethiopian_head_smut_2019,1
A000540,experiment:ref_girma_ethiopian_head_smut_2019,1
A000541,experiment:ref_girma_ethiopian_head_smut_2019,1
A000542,experiment:ref_girma_ethiopian_head_smut_2019,1
A000543,experiment:ref_girma_ethiopian_head_smut_2019,1
A000544,experiment:ref_girma_ethiopian_head_smut_2019,1
A000545,experiment:ref_girma_ethiopian_head_smut_2019,1
A000546,experiment:ref_girma_ethiopian_head_smut_2019,1
A000547,experiment:ref_girma_ethiopian_head_smut_2019,1
A000548,experiment:ref_girma_ethiopian_head_smut_2019,1
A000549,experiment:ref_girma_ethiopian_head_smut_2019,1
A000550,experiment:ref_girma_ethiopian_head_smut_2019,1
A000551,experiment:ref_girma_ethiopian_head_smut_2019,1
A000552,experiment:ref_girma_ethiopian_head_smut_2019,1
A000553,experiment:ref_girma_ethiopian_head_smut_2019,0
A000554,experiment:ref_girma_ethiopian_head_smut_2019,1
A000555,experiment:ref_girma_ethiopian_head_smut_2019,1
A000556,experiment:ref_girma_ethiopian_head_smut_2019,0
A000557,experiment:ref_girma_ethiopian_head_smut_2019,0
A000558,experiment:ref_girma_ethiopian_head_smut_2019,1
A000559,experiment:ref_girma_ethiopian_head_smut_2019,0
A000560,experiment:ref_girma_ethiopian_head_smut_2019,1
A000561,experiment:ref_girma_ethiopian_head_smut_2019,1
A000562,experiment:ref_girma_ethiopian_head_smut_2019,1
A000564,experiment:ref_girma_ethiopian_head_smut_2019,0
A000565,experiment:ref_girma_ethiopian_head_smut_2019,0
A000566,experiment:ref_girma_ethiopian_head_smut_2019,1
A000567,experiment:ref_girma_ethiopian_head_smut_2019,1
A000568,experiment:ref_girma_ethiopian_head_smut_2019,1
A000569,experiment:ref_girma_ethiopian_head_smut_2019,1
A000571,experiment:ref_girma_ethiopian_head_smut_2019,0
A000572,experiment:ref_girma_ethiopian_head_smut_2019,0
A000574,experiment:ref_girma_ethiopian_head_smut_2019,1
A000575,experiment:ref_girma_ethiopian_head_smut_2019,0
A000576,experiment:ref_girma_ethiopian_head_smut_2019,0
A000577,experiment:ref_girma_ethiopian_head_smut_2019,0
A000578,experiment:ref_girma_ethiopian_head_smut_2019,0
A000579,experiment:ref_girma_ethiopian_head_smut_2019,0
A000580,experiment:ref_girma_ethiopian_head_smut_2019,1
A000581,experiment:ref_girma_ethiopian_head_smut_2019,1
A000582,experiment:ref_girma_ethiopian_head_smut_2019,0
A000583,experiment:ref_girma_ethiopian_head_smut_2019,1
A000584,experiment:ref_girma_ethiopian_head_smut_2019,1
A000585,experiment:ref_girma_ethiopian_head_smut_2019,0
A000586,experiment:ref_girma_ethiopian_head_smut_2019,1
A000587,experiment:ref_girma_ethiopian_head_smut_2019,0
A000588,experiment:ref_girma_ethiopian_head_smut_2019,1
A000589,experiment:ref_girma_ethiopian_head_smut_2019,1
A000590,experiment:ref_girma_ethiopian_head_smut_2019,1
A000591,experiment:ref_girma_ethiopian_head_smut_2019,0
A000592,experiment:ref_girma_ethiopian_head_smut_2019,0
A000595,experiment:ref_girma_ethiopian_head_smut_2019,1
A000596,experiment:ref_girma_ethiopian_head_smut_2019,1
A000598,experiment:ref_girma_ethiopian_head_smut_2019,0
A000599,experiment:ref_girma_ethiopian_head_smut_2019,0
A000600,experiment:ref_girma_ethiopian_head_smut_2019,1
A000602,experiment:ref_girma_ethiopian_head_smut_2019,1
A000603,experiment:ref_girma_ethiopian_head_smut_2019,0
A000604,experiment:ref_girma_ethiopian_head_smut_2019,0
A000605,experiment:ref_girma_ethiopian_head_smut_2019,1
A000606,experiment:ref_girma_ethiopian_head_smut_2019,0
A000607,experiment:ref_girma_ethiopian_head_smut_2019,0
A000608,experiment:ref_girma_ethiopian_head_smut_2019,1
A000609,experiment:ref_girma_ethiopian_head_smut_2019,1
A000610,experiment:ref_girma_ethiopian_head_smut_2019,1
A000611,experiment:ref_girma_ethiopian_head_smut_2019,1
A000612,experiment:ref_girma_ethiopian_head_smut_2019,1
A000613,experiment:ref_girma_ethiopian_head_smut_2019,1
A000614,experiment:ref_girma_ethiopian_head_smut_2019,0
A000615,experiment:ref_girma_ethiopian_head_smut_2019,1
A000616,experiment:ref_girma_ethiopian_head_smut_2019,0
A000617,experiment:ref_girma_ethiopian_head_smut_2019,0
A000619,experiment:ref_girma_ethiopian_head_smut_2019,0
A000622,experiment:ref_girma_ethiopian_head_smut_2019,0
A000624,experiment:ref_girma_ethiopian_head_smut_2019,1
A000625,experiment:ref_girma_ethiopian_head_smut_2019,1
A000626,experiment:ref_girma_ethiopian_head_smut_2019,1
A000627,experiment:ref_girma_ethiopian_head_smut_2019,0
A000628,experiment:ref_girma_ethiopian_head_smut_2019,0
A000629,experiment:ref_girma_ethiopian_head_smut_2019,1
A000630,experiment:ref_girma_ethiopian_head_smut_2019,1
A000631,experiment:ref_girma_ethiopian_head_smut_2019,1
A000632,experiment:ref_girma_ethiopian_head_smut_2019,0
A000633,experiment:ref_girma_ethiopian_head_smut_2019,0
A000634,experiment:ref_girma_ethiopian_head_smut_2019,1
A000635,experiment:ref_girma_ethiopian_head_smut_2019,0
A000636,experiment:ref_girma_ethiopian_head_smut_2019,1
A000637,experiment:ref_girma_ethiopian_head_smut_2019,1
A000638,experiment:ref_girma_ethiopian_head_smut_2019,0
A000639,experiment:ref_girma_ethiopian_head_smut_2019,1
A000640,experiment:ref_girma_ethiopian_head_smut_2019,1
A000641,experiment:ref_girma_ethiopian_head_smut_2019,1
A000642,experiment:ref_girma_ethiopian_head_smut_2019,1
A000643,experiment:ref_girma_ethiopian_head_smut_2019,1
A000644,experiment:ref_girma_ethiopian_head_smut_2019,1
A000645,experiment:ref_girma_ethiopian_head_smut_2019,1
A000646,experiment:ref_girma_ethiopian_head_smut_2019,0
A000647,experiment:ref_girma_ethiopian_head_smut_2019,0
A000648,experiment:ref_girma_ethiopian_head_smut_2019,0
A000649,experiment:ref_girma_ethiopian_head_smut_2019,1
A000650,experiment:ref_girma_ethiopian_head_smut_2019,1
A000651,experiment:ref_girma_ethiopian_head_smut_2019,1
A000652,experiment:ref_girma_ethiopian_head_smut_2019,1
A000653,experiment:ref_girma_ethiopian_head_smut_2019,0
A000654,experiment:ref_girma_ethiopian_head_smut_2019,1
A000655,experiment:ref_girma_ethiopian_head_smut_2019,0
A000656,experiment:ref_girma_ethiopian_head_smut_2019,0
A000657,experiment:ref_girma_ethiopian_head_smut_2019,1
A000658,experiment:ref_girma_ethiopian_head_smut_2019,1
A000659,experiment:ref_girma_ethiopian_head_smut_2019,1
A000660,experiment:ref_girma_ethiopian_head_smut_2019,1
A000661,experiment:ref_girma_ethiopian_head_smut_2019,1
A000662,experiment:ref_girma_ethiopian_head_smut_2019,1
A000664,experiment:ref_girma_ethiopian_head_smut_2019,1
A000665,experiment:ref_girma_ethiopian_head_smut_2019,1
A000666,experiment:ref_girma_ethiopian_head_smut_2019,1
A000667,experiment:ref_girma_ethiopian_head_smut_2019,1
A000668,experiment:ref_girma_ethiopian_head_smut_2019,1
A000669,experiment:ref_girma_ethiopian_head_smut_2019,1
A000670,experiment:ref_girma_ethiopian_head_smut_2019,1
A000671,experiment:ref_girma_ethiopian_head_smut_2019,1
A000672,experiment:ref_girma_ethiopian_head_smut_2019,1
A000673,experiment:ref_girma_ethiopian_head_smut_2019,0
A000674,experiment:ref_girma_ethiopian_head_smut_2019,1
A000675,experiment:ref_girma_ethiopian_head_smut_2019,1
A000676,experiment:ref_girma_ethiopian_head_smut_2019,0
A000677,experiment:ref_girma_ethiopian_head_smut_2019,1
A000678,experiment:ref_girma_ethiopian_head_smut_2019,0
A000679,experiment:ref_girma_ethiopian_head_smut_2019,1
A000680,experiment:ref_girma_ethiopian_head_smut_2019,1
A000681,experiment:ref_girma_ethiopian_head_smut_2019,1
A000682,experiment:ref_girma_ethiopian_head_smut_2019,1
A000683,experiment:ref_girma_ethiopian_head_smut_2019,0
A000684,experiment:ref_girma_ethiopian_head_smut_2019,1
A000686,experiment:ref_girma_ethiopian_head_smut_2019,1
A000687,experiment:ref_girma_ethiopian_head_smut_2019,1
A000688,experiment:ref_girma_ethiopian_head_smut_2019,1
A000689,experiment:ref_girma_ethiopian_head_smut_2019,0
A000690,experiment:ref_girma_ethiopian_head_smut_2019,1
A000691,experiment:ref_girma_ethiopian_head_smut_2019,1
A000692,experiment:ref_girma_ethiopian_head_smut_2019,0
A000693,experiment:ref_girma_ethiopian_head_smut_2019,1
A000694,experiment:ref_girma_ethiopian_head_smut_2019,0
A000695,experiment:ref_girma_ethiopian_head_smut_2019,0
A000696,experiment:ref_girma_ethiopian_head_smut_2019,0
A000697,experiment:ref_girma_ethiopian_head_smut_2019,1
A000698,experiment:ref_girma_ethiopian_head_smut_2019,1
A000699,experiment:ref_girma_ethiopian_head_smut_2019,0
A000700,experiment:ref_girma_ethiopian_head_smut_2019,1
A000701,experiment:ref_girma_ethiopian_head_smut_2019,1
A000702,experiment:ref_girma_ethiopian_head_smut_2019,1
A000703,experiment:ref_girma_ethiopian_head_smut_2019,0
A000704,experiment:ref_girma_ethiopian_head_smut_2019,0
A000705,experiment:ref_girma_ethiopian_head_smut_2019,1
A000706,experiment:ref_girma_ethiopian_head_smut_2019,1
A000707,experiment:ref_girma_ethiopian_head_smut_2019,1
A000708,experiment:ref_girma_ethiopian_head_smut_2019,1
A000709,experiment:ref_girma_ethiopian_head_smut_2019,1
A000710,experiment:ref_girma_ethiopian_head_smut_2019,1
A000711,experiment:ref_girma_ethiopian_head_smut_2019,1
A000712,experiment:ref_girma_ethiopian_head_smut_2019,0
A000713,experiment:ref_girma_ethiopian_head_smut_2019,0
A000714,experiment:ref_girma_ethiopian_head_smut_2019,1
A000716,experiment:ref_girma_ethiopian_head_smut_2019,1
A000717,experiment:ref_girma_ethiopian_head_smut_2019,1
A000718,experiment:ref_girma_ethiopian_head_smut_2019,1
A000719,experiment:ref_girma_ethiopian_head_smut_2019,1
A000720,experiment:ref_girma_ethiopian_head_smut_2019,0
A000721,experiment:ref_girma_ethiopian_head_smut_2019,1
A000722,experiment:ref_girma_ethiopian_head_smut_2019,1
A000723,experiment:ref_girma_ethiopian_head_smut_2019,1
A000724,experiment:ref_girma_ethiopian_head_smut_2019,1
A000725,experiment:ref_girma_ethiopian_head_smut_2019,1
A000726,experiment:ref_girma_ethiopian_head_smut_2019,1
A000727,experiment:ref_girma_ethiopian_head_smut_2019,1
A000728,experiment:ref_girma_ethiopian_head_smut_2019,1
A000729,experiment:ref_girma_ethiopian_head_smut_2019,1
A000730,experiment:ref_girma_ethiopian_head_smut_2019,0
A000731,experiment:ref_girma_ethiopian_head_smut_2019,1
A000732,experiment:ref_girma_ethiopian_head_smut_2019,1
A000733,experiment:ref_girma_ethiopian_head_smut_2019,1
A000734,experiment:ref_girma_ethiopian_head_smut_2019,1
A000735,experiment:ref_girma_ethiopian_head_smut_2019,1
A000736,experiment:ref_girma_ethiopian_head_smut_2019,1
A000737,experiment:ref_girma_ethiopian_head_smut_2019,1
A000738,experiment:ref_girma_ethiopian_head_smut_2019,1
A000739,experiment:ref_girma_ethiopian_head_smut_2019,1
A000740,experiment:ref_girma_ethiopian_head_smut_2019,1
A000741,experiment:ref_girma_ethiopian_head_smut_2019,0
A000743,experiment:ref_girma_ethiopian_head_smut_2019,0
A000744,experiment:ref_girma_ethiopian_head_smut_2019,1
A000745,experiment:ref_girma_ethiopian_head_smut_2019,1
A000747,experiment:ref_girma_ethiopian_head_smut_2019,1
A000748,experiment:ref_girma_ethiopian_head_smut_2019,1
A000749,experiment:ref_girma_ethiopian_head_smut_2019,1
A000750,experiment:ref_girma_ethiopian_head_smut_2019,1
A000751,experiment:ref_girma_ethiopian_head_smut_2019,1
A000752,experiment:ref_girma_ethiopian_head_smut_2019,0
A000753,experiment:ref_girma_ethiopian_head_smut_2019,1
A000754,experiment:ref_girma_ethiopian_head_smut_2019,1
A000755,experiment:ref_girma_ethiopian_head_smut_2019,1
A000756,experiment:ref_girma_ethiopian_head_smut_2019,0
A000757,experiment:ref_girma_ethiopian_head_smut_2019,0
A000758,experiment:ref_girma_ethiopian_head_smut_2019,0
A000759,experiment:ref_girma_ethiopian_head_smut_2019,1
A000760,experiment:ref_girma_ethiopian_head_smut_2019,0
A000761,experiment:ref_girma_ethiopian_head_smut_2019,1
A000762,experiment:ref_girma_ethiopian_head_smut_2019,0
A000763,experiment:ref_girma_ethiopian_head_smut_2019,1
A000765,experiment:ref_girma_ethiopian_head_smut_2019,0
A000766,experiment:ref_girma_ethiopian_head_smut_2019,1
A000767,experiment:ref_girma_ethiopian_head_smut_2019,0
A000768,experiment:ref_girma_ethiopian_head_smut_2019,0
A000769,experiment:ref_girma_ethiopian_head_smut_2019,0
A000770,experiment:ref_girma_ethiopian_head_smut_2019,0
A000771,experiment:ref_girma_ethiopian_head_smut_2019,0
A000773,experiment:ref_girma_ethiopian_head_smut_2019,0
A000774,experiment:ref_girma_ethiopian_head_smut_2019,1
A000775,experiment:ref_girma_ethiopian_head_smut_2019,0
A000776,experiment:ref_girma_ethiopian_head_smut_2019,0
A000777,experiment:ref_girma_ethiopian_head_smut_2019,0
A000778,experiment:ref_girma_ethiopian_head_smut_2019,0
A000779,experiment:ref_girma_ethiopian_head_smut_2019,0
A000780,experiment:ref_girma_ethiopian_head_smut_2019,1
A000781,experiment:ref_girma_ethiopian_head_smut_2019,0
A000782,experiment:ref_girma_ethiopian_head_smut_2019,1
A000783,experiment:ref_girma_ethiopian_head_smut_2019,1
A000784,experiment:ref_girma_ethiopian_head_smut_2019,1
A000785,experiment:ref_girma_ethiopian_head_smut_2019,0
A000786,experiment:ref_girma_ethiopian_head_smut_2019,1
A000787,experiment:ref_girma_ethiopian_head_smut_2019,1
A000788,experiment:ref_girma_ethiopian_head_smut_2019,1
A000789,experiment:ref_girma_ethiopian_head_smut_2019,0
A000790,experiment:ref_girma_ethiopian_head_smut_2019,1
A000791,experiment:ref_girma_ethiopian_head_smut_2019,1
A000792,experiment:ref_girma_ethiopian_head_smut_2019,0
A000793,experiment:ref_girma_ethiopian_head_smut_2019,0
A000794,experiment:ref_girma_ethiopian_head_smut_2019,1
A000795,experiment:ref_girma_ethiopian_head_smut_2019,0
A000796,experiment:ref_girma_ethiopian_head_smut_2019,1
A000797,experiment:ref_girma_ethiopian_head_smut_2019,1
A000798,experiment:ref_girma_ethiopian_head_smut_2019,1
A000799,experiment:ref_girma_ethiopian_head_smut_2019,1
A000800,experiment:ref_girma_ethiopian_head_smut_2019,0
A000801,experiment:ref_girma_ethiopian_head_smut_2019,0
A000802,experiment:ref_girma_ethiopian_head_smut_2019,1
A000803,experiment:ref_girma_ethiopian_head_smut_2019,1
A000804,experiment:ref_girma_ethiopian_head_smut_2019,1
A000805,experiment:ref_girma_ethiopian_head_smut_2019,1
A000806,experiment:ref_girma_ethiopian_head_smut_2019,0
A000807,experiment:ref_girma_ethiopian_head_smut_2019,1
A000808,experiment:ref_girma_ethiopian_head_smut_2019,0
A000809,experiment:ref_girma_ethiopian_head_smut_2019,1
A000810,experiment:ref_girma_ethiopian_head_smut_2019,1
A000811,experiment:ref_girma_ethiopian_head_smut_2019,0
A000812,experiment:ref_girma_ethiopian_head_smut_2019,0
A000813,experiment:ref_girma_ethiopian_head_smut_2019,0
A000814,experiment:ref_girma_ethiopian_head_smut_2019,1
A000815,experiment:ref_girma_ethiopian_head_smut_2019,0
A000816,experiment:ref_girma_ethiopian_head_smut_2019,1
A000817,experiment:ref_girma_ethiopian_head_smut_2019,1
A000818,experiment:ref_girma_ethiopian_head_smut_2019,1
A000819,experiment:ref_girma_ethiopian_head_smut_2019,1
A000820,experiment:ref_girma_ethiopian_head_smut_2019,1
A000821,experiment:ref_girma_ethiopian_head_smut_2019,1
A000822,experiment:ref_girma_ethiopian_head_smut_2019,0
A000823,experiment:ref_girma_ethiopian_head_smut_2019,1
A000824,experiment:ref_girma_ethiopian_head_smut_2019,0
A000825,experiment:ref_girma_ethiopian_head_smut_2019,1
A000826,experiment:ref_girma_ethiopian_head_smut_2019,1
A000827,experiment:ref_girma_ethiopian_head_smut_2019,1
A000828,experiment:ref_girma_ethiopian_head_smut_2019,1
A000830,experiment:ref_girma_ethiopian_head_smut_2019,1
A000831,experiment:ref_girma_ethiopian_head_smut_2019,1
A000832,experiment:ref_girma_ethiopian_head_smut_2019,1
A000833,experiment:ref_girma_ethiopian_head_smut_2019,1
A000834,experiment:ref_girma_ethiopian_head_smut_2019,1
A000835,experiment:ref_girma_ethiopian_head_smut_2019,1
A000836,experiment:ref_girma_ethiopian_head_smut_2019,1
A000837,experiment:ref_girma_ethiopian_head_smut_2019,0
A000838,experiment:ref_girma_ethiopian_head_smut_2019,1
A000839,experiment:ref_girma_ethiopian_head_smut_2019,1
A000841,experiment:ref_girma_ethiopian_head_smut_2019,1
A000842,experiment:ref_girma_ethiopian_head_smut_2019,1
A000843,experiment:ref_girma_ethiopian_head_smut_2019,1
A000844,experiment:ref_girma_ethiopian_head_smut_2019,1
A000845,experiment:ref_girma_ethiopian_head_smut_2019,1
A000846,experiment:ref_girma_ethiopian_head_smut_2019,0
A000847,experiment:ref_girma_ethiopian_head_smut_2019,1
A000848,experiment:ref_girma_ethiopian_head_smut_2019,1
A000849,experiment:ref_girma_ethiopian_head_smut_2019,0
A000850,experiment:ref_girma_ethiopian_head_smut_2019,1
A000852,experiment:ref_girma_ethiopian_head_smut_2019,1
A000853,experiment:ref_girma_ethiopian_head_smut_2019,0
A000854,experiment:ref_girma_ethiopian_head_smut_2019,1
A000855,experiment:ref_girma_ethiopian_head_smut_2019,1
A000856,experiment:ref_girma_ethiopian_head_smut_2019,1
A000857,experiment:ref_girma_ethiopian_head_smut_2019,0
A000858,experiment:ref_girma_ethiopian_head_smut_2019,1
A000859,experiment:ref_girma_ethiopian_head_smut_2019,0
A000860,experiment:ref_girma_ethiopian_head_smut_2019,1
A000861,experiment:ref_girma_ethiopian_head_smut_2019,0
A000862,experiment:ref_girma_ethiopian_head_smut_2019,1
A000863,experiment:ref_girma_ethiopian_head_smut_2019,1
