Bibliography identifier,Title,Year,DOI,Authors,Source platforms,Matching sources in Table S1 (n),Source identifiers in Table S1,Landing URLs,Maximum reference count reported by source metadata (n),Matching source identifiers,Role in this review,Review note,Reference-list source,References captured (n)
prombib_145,"Inoculation and screening methods for major sorghum diseases caused by fungal pathogens: Claviceps africana, Colletotrichum sublineola, Sporisorium reilianum, Peronosclerospora sorghi and Macrophomina phaseolina",2023,10.3390/plants12091906,"Ahn, E.J.; Fall, C.; Botkin, J.; Curtin, S.J.; Prom, L.K.; Magill, C.W.",Crossref; OpenAlex; PubMed; USDA NAL PubAg; USDA-ARS TEKTRAN,5,10.3390/plants12091906; 37176964; 404469; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916398625307426; https://openalex.org/W4375866233,https://doi.org/10.3390/plants12091906; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916398625307426; https://pubmed.ncbi.nlm.nih.gov/37176964/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=404469,58,prom_sorghum_disease_methods_2023,Linked to a source described in Table S1,,Publisher reference list,58
prombib_146,"Multi-trait Genome-wide Association Studies of Sorghum bicolor regarding resistance to anthracnose, downy mildew, grain mold and head smut",2023,10.3390/pathogens12060779,"Ahn, E.J.; Prom, L.K.; Magill, C.W.",Crossref; OpenAlex; PubMed; USDA NAL PubAg; USDA-ARS TEKTRAN,5,10.3390/pathogens12060779; 37375469; 404510; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916436663207426; https://openalex.org/W4378905687,https://doi.org/10.3390/pathogens12060779; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916436663207426; https://pubmed.ncbi.nlm.nih.gov/37375469/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=404510,45,prom_multitrait_reanalysis_2023,Linked to a source described in Table S1,,Publisher reference list,43
prombib_147,Reaction of sorghum differentials to grain mold infection in Puerto Rico,2023,10.4236/ajps.2023.1411081,"Prom, L.K.; Cuevas, H.E.",Crossref; OpenAlex; USDA-ARS TEKTRAN,3,10.4236/ajps.2023.1411081; 409476; https://openalex.org/W4388428696,https://doi.org/10.4236/ajps.2023.1411081; https://www.ars.usda.gov/research/publications/publication/?seqNo115=409476,31,prom_grain_mold_differentials_pr_2023,Linked to a source described in Table S1,,Publisher reference list,31
prombib_148,Analyzing Medicago spp. seed morphology using GWAS and machine learning,2024,10.1038/s41598-024-67790-4,"Botkin, J.R.; Medina, C.A.; Park, S.; Poudel, K.; Cha, M.; Lee, Y.; Prom, L.K.; Curtin, S.J.; Xu, Z.; Ahn, E.J.",OpenAlex; USDA NAL PubAg; USDA-ARS TEKTRAN,3,414293; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916563943307426; https://openalex.org/W4401108442,https://doi.org/10.1038/s41598-024-67790-4; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916563943307426; https://www.ars.usda.gov/research/publications/publication/?seqNo115=414293,38,,Literature context for another crop,,Literature context,
prombib_149,Association analysis of grain mould resistance in a core collection of NPGS Ethiopian sorghum germplasm,2024,10.1017/s1479262124000157,"Cuevas, H.E.; Prom, L.K.",Crossref; OpenAlex; USDA-ARS TEKTRAN,3,10.1017/s1479262124000157; 410167; https://openalex.org/W4398210685,https://doi.org/10.1017/s1479262124000157; https://www.ars.usda.gov/research/publications/publication/?seqNo115=410167,60,prom_ethiopia_grain_mold_2024,Linked to a source described in Table S1,,Publisher reference list,60
prombib_150,"Association and interrelationship among agronomic traits and fungal diseases of sorghum, anthracnose and grain mold",2024,10.3390/crops4040045,"Prom, L.K.; Ahn, E.J.S.; Cuevas, H.E.; Liu, J.; Isakeit, T.S.; Magill, C.W.",Crossref; OpenAlex; USDA NAL PubAg; USDA-ARS TEKTRAN,4,10.3390/crops4040045; 419923; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916794035407426; https://openalex.org/W4405071296,https://doi.org/10.3390/crops4040045; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916794035407426; https://www.ars.usda.gov/research/publications/publication/?seqNo115=419923,74,prom_crops_anthracnose_grain_mold_2024,Linked to a source described in Table S1,,Publisher reference list,74
prombib_151,Correlations among agronomic traits obtained from sorghum accessions planted in a field infected with three important fungal diseases,2024,10.5539/jps.v13n1p11,"Prom, L.K.; Cuevas, H.E.; Ahn, E.J.; Isakeit, T.S.; Magill, C.W.",Crossref; OpenAlex; USDA NAL PubAg; USDA-ARS TEKTRAN,4,10.5539/jps.v13n1p11; 409770; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916481061707426; https://openalex.org/W4390686215,https://doi.org/10.5539/jps.v13n1p11; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916481061707426; https://www.ars.usda.gov/research/publications/publication/?seqNo115=409770,26,prom_panelA_correlation_2024,Linked to a source described in Table S1,,OpenAlex citation links,26
prombib_152,"Data from: A genome-wide association study of Nigerien and Senegalese sorghum germplasm of Exserohilum turcicum, the causal agent of leaf blight",2024,10.15482/usda.adc/25843822.v1,LOUIS PROM,Ag Data Commons/Figshare,1,25843822,https://agdatacommons.nal.usda.gov/articles/dataset/Data_from_A_genome-wide_association_study_of_Nigerien_and_Senegalese_sorghum_germplasm_of_Exserohilum_turcicum_the_causal_agent_of_leaf_blight/25843822,0,panelB_wa_leafblight,Linked to a source described in Table S1,,Bibliographic metadata,0
prombib_153,Data from: Correlations among agronomic traits obtained from sorghum accessions planted in a field infected with three important fungal diseases.,2024,10.15482/usda.adc/25707393.v1,LOUIS PROM; Hugo E. Cuevas; Ezekiel Ahn; Thomas Isakeit; Clint Magill,Ag Data Commons/Figshare,2,25707393; 25707396,https://agdatacommons.nal.usda.gov/articles/dataset/Data_from_Correlations_among_agronomic_traits_obtained_from_sorghum_accessions_planted_in_a_field_infected_with_three_important_fungal_diseases/25707396; https://agdatacommons.nal.usda.gov/articles/dataset/Data_from_Correlations_among_agronomic_traits_obtained_from_sorghum_accessions_planted_in_a_field_infected_with_three_important_fungal_diseases_/25707393,0,panelA_pr_multidisease,Linked to a source described in Table S1,,Bibliographic metadata,0
prombib_154,Data from: Genetic diversity and classification of Colletotrichum sublineola pathotypes using a standard set of sorghum differentials,2024,10.15482/usda.adc/25988122.v1,LOUIS PROM; Ezekiel Ahn; Ramasamy Perumal; Hugo Cuevas; William Rooney; Thomas Isakeit; Clint Magill,Ag Data Commons/Figshare,1,25988122,https://agdatacommons.nal.usda.gov/articles/dataset/Data_from_Genetic_diversity_and_classification_of_i_Colletotrichum_sublineola_i_pathotypes_using_a_standard_set_of_sorghum_differentials/25988122,0,anthracnose_pathotype_differentials,Linked to a source described in Table S1,,Bibliographic metadata,0
prombib_155,Exploiting genetic diversity to achieve sustainable Sorghum Anthracnose disease management,2024,,"Cuevas, H.E.; Vermerris, W.; Knoll, J.E.; Prom, L.K.; Wallace, J.E.",USDA-ARS TEKTRAN,1,402321,https://www.ars.usda.gov/research/publications/publication/?seqNo115=402321,0,,Bibliographic context,,Bibliographic metadata,0
prombib_156,Genetic and pathogenic variability among isolates of Sporisorium reilianum causing sorghum head smut,2024,10.3390/jof10010062,"Prom, L.K.; Ahn, E.J.; Perumal, R.; Isakeit, T.S.; Odvody, G.N.; Magill, C.W.",Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,4,10.3390/jof10010062; 38248970; 410091; https://openalex.org/W4390788726,https://doi.org/10.3390/jof10010062; https://pubmed.ncbi.nlm.nih.gov/38248970/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=410091,37,prom_head_smut_isolate_variability_2024,Linked to a source described in Table S1,,Publisher reference list,37
prombib_157,Genome-wide association analysis uncovers genes associated with resistance to head smut pathotype 5 in senegalese sorghum accessions,2024,10.3390/plants13070977,"Ahn, E.J.; Prom, L.K.; Park, S.; Hu, Z.; Magil, C.",Crossref; OpenAlex; PubMed; USDA NAL PubAg; USDA-ARS TEKTRAN,5,10.3390/plants13070977; 38611506; 413087; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916450632607426; https://openalex.org/W4393951213,https://doi.org/10.3390/plants13070977; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916450632607426; https://pubmed.ncbi.nlm.nih.gov/38611506/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=413087,51,senegal_head_smut_pathotype5,Linked to a source described in Table S1,,Publisher reference list,51
prombib_158,Genome-wide association study of Nigerien and Senegalese sorghum genotypes for their response to downy mildew,2024,10.5539/jps.v14n1p1,"Prom, L.K.; Fall, C.; Isakeit, T.S.; Ahn, E.J.S.; Liu, J.; Magill, C.W.",Crossref; OpenAlex; USDA NAL PubAg; USDA-ARS TEKTRAN,4,10.5539/jps.v14n1p1; 419882; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916956417107426; https://openalex.org/W4405626398,https://doi.org/10.5539/jps.v14n1p1; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916956417107426; https://www.ars.usda.gov/research/publications/publication/?seqNo115=419882,39,prom_niger_senegal_downy_mildew_2024,Linked to a source described in Table S1,,OpenAlex citation links,39
prombib_159,Genome-wide association study of seed morphology-related traits in sorghum mini core and Senegalese lines,2024,10.20944/preprints202402.1209.v1,"Ahn, E.J.; Park, S.; Hu, Z.; Ellur, V.; Cha, M.; Yoonjung, L.; Prom, L.K.; Magill, C.",Crossref; OpenAlex; USDA NAL PubAg; USDA-ARS TEKTRAN,6,10.20944/preprints202402.1209.v1; 10.3390/crops4020012; 412532; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916955226207426; https://openalex.org/W4392053014; https://openalex.org/W4394716018,http://dx.doi.org/10.20944/preprints202402.1209.v1; https://doi.org/10.20944/preprints202402.1209.v1; https://doi.org/10.3390/crops4020012; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916955226207426; https://www.ars.usda.gov/research/publications/publication/?seqNo115=412532,57,,Bibliographic context,,OpenAlex citation links,41
prombib_160,Pathogen-specific stomatal responses in cacao leaves to Phytophthora megakarya and Rhizoctonia solani,2024,10.1038/s41598-025-94859-5,"Baek, I.; Lim, S.; Jang, J.; Hong, S.; Prom, L.K.; Kirubakaran, S.J.; Cohen, S.P.; Lakshman, D.K.; Kim, M.S.; Meinhardt, L.W.; Park, S.; Ahn, E.J.",OpenAlex; USDA NAL PubAg; USDA-ARS TEKTRAN,4,421395; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916864135007426; https://openalex.org/W4405911023; https://openalex.org/W4408887265,https://doi.org/10.1038/s41598-025-94859-5; https://doi.org/10.21203/rs.3.rs-5678749/v1; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916864135007426; https://www.ars.usda.gov/research/publications/publication/?seqNo115=421395,48,,Literature context for another crop,,Literature context,
prombib_161,The NPGS Sudanese sorghum core collection encloses novel grain mold resistant germplasm,2024,10.1007/s10722-024-02039-7,"Cuevas, H.E.; Prom, L.K.",Crossref; OpenAlex; USDA NAL PubAg; USDA-ARS TEKTRAN,4,10.1007/s10722-024-02039-7; 414666; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916552624307426; https://openalex.org/W4399691631,https://doi.org/10.1007/s10722-024-02039-7; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916552624307426; https://www.ars.usda.gov/research/publications/publication/?seqNo115=414666,56,prom_sudan_grain_mold_2024,Linked to a source described in Table S1,,Publisher reference list,56
prombib_162,A machine learning approach to genome-wide association mapping of disease resistance and geographic origin in sorghum,2025,10.1186/s12870-026-08468-z,"Ahn, E.J.; Baek, I.; Park, S.; Prom, L.K.; Lim, S.; Jang, J.; Hong, S.; Kim, M.S.; Meinhardt, L.W.; Magill, C.",Ag Data Commons/Figshare; Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,12,10.1186/s12870-026-08468-z; 10.21203/rs.3.rs-6222361/v1; 31957587; 31957590; 41761085; 422306; https://openalex.org/W4409565432; https://openalex.org/W7131849343; https://openalex.org/W7151860850; https://openalex.org/W7151906457; https://openalex.org/W7151993243; https://openalex.org/W7152094661,https://doi.org/10.1186/s12870-026-08468-z; https://doi.org/10.21203/rs.3.rs-6222361/v1; https://doi.org/10.6084/m9.figshare.31957587; https://doi.org/10.6084/m9.figshare.31957587.v1; https://doi.org/10.6084/m9.figshare.31957590; https://doi.org/10.6084/m9.figshare.31957590.v1; https://pubmed.ncbi.nlm.nih.gov/41761085/; https://springernature.figshare.com/articles/dataset/Additional_file_2_of_A_machine_learning_approach_to_genome-wide_association_mapping_of_disease_resistance_and_geographic_origin_in_sorghum/31957590; https://springernature.figshare.com/articles/figure/Additional_file_1_of_A_machine_learning_approach_to_genome-wide_association_mapping_of_disease_resistance_and_geographic_origin_in_sorghum/31957587; https://www.ars.usda.gov/research/publications/publication/?seqNo115=422306,72,minicore_multidisease_reanalysis_2026,Linked to a source described in Table S1,,Publisher reference list,72
prombib_163,Agronomic traits and fungal diversity between commercial and non-commercial sorghum fields,2025,10.5539/jps.v14n1p10,"Prom, L.K.; Esquivel, J.F.; Liu, J.",Crossref; OpenAlex; USDA NAL PubAg; USDA-ARS TEKTRAN,4,10.5539/jps.v14n1p10; 424501; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916964737307426; https://openalex.org/W4411110143,https://doi.org/10.5539/jps.v14n1p10; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916964737307426; https://www.ars.usda.gov/research/publications/publication/?seqNo115=424501,0,prom_commercial_field_fungal_diversity_2025,Linked to a source described in Table S1,,Bibliographic metadata,0
prombib_164,Candidate genes for anthracnose resistance in Senegalese sorghum: a machine learning-based exploration,2025,10.1007/s10142-025-01797-6,"Ahn, E.J.; Baek, I.; Prom, L.K.; Park, S.; Kim, M.S.; Meinhardt, L.W.; Magill, C.",Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,4,10.1007/s10142-025-01797-6; 41408459; 425026; https://openalex.org/W4417498048,https://doi.org/10.1007/s10142-025-01797-6; https://pubmed.ncbi.nlm.nih.gov/41408459/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=425026,66,prom_senegal_anthracnose_ml_2025,Linked to a source described in Table S1,,Publisher reference list,66
prombib_165,Machine learning reveals complex genetics of fungal resistance in sorghum grain mold,2025,10.1038/s41437-025-00783-9,"Ahn, E.J.; Prom, L.K.; Park, S.; Lee, D.; Bhatt, J.; Ellur, V.; Lim, S.; Jang, J.; Lakshman, D.K.; Magill, C.",Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,4,10.1038/s41437-025-00783-9; 40684039; 423500; https://openalex.org/W4412521755,https://doi.org/10.1038/s41437-025-00783-9; https://pubmed.ncbi.nlm.nih.gov/40684039/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=423500,76,prom_grain_mold_ml_2025,Linked to a source described in Table S1,,Publisher reference list,76
prombib_166,"Multi-scale defense architecture in sorghum: Canopy geometry, midrib fortresses, and information-aligned immune portfolios for ecological resilience",2025,10.22541/au.176465574.45873415/v1,Ezekiel Ahn; Insuck Baek; Louis K. Prom; Seunghyun Lim; Sunchung Park; Moon S. Kim; Lyndel W. Meinhardt; Clint Magill,Crossref; OpenAlex,4,10.22541/au.176465574.45873415/v1; 10.22541/au.176477982.26936740/v1; https://openalex.org/W4416895596; https://openalex.org/W4416957353,https://doi.org/10.22541/au.176465574.45873415/v1; https://doi.org/10.22541/au.176477982.26936740/v1,0,,Broader sorghum literature context,,Literature context,
prombib_167,Seed quality drives grain yield in Ethiopian and Senegalese sorghum: Insights from machine learning,2025,10.1371/journal.pone.0329366,"Ahn, E.J.; Prom, L.K.; Jang, J.; Baek, I.; Tukuli, A.R.; Lim, S.; Hong, S.M.; Kim, M.S.; Meinhardt, L.W.; Park, S.; Magill, C.",Ag Data Commons/Figshare; Crossref; OpenAlex; PubMed; USDA NAL PubAg; USDA-ARS TEKTRAN,15,10.1371/journal.pone.0329366; 29914115; 29914118; 29914121; 29914124; 29914127; 29914130; 29914133; 29914139; 29914142; 29914145; 40811498; 420812; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9917075990807426; https://openalex.org/W4413140623,https://doi.org/10.1371/journal.pone.0329366; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9917075990807426; https://plos.figshare.com/articles/dataset/Comparison_of_phenotypic_traits_between_Ethiopian_and_Senegalese_accessions_/29914130; https://plos.figshare.com/articles/dataset/Feature_importance_scores_indicating_the_relative_contribution_of_different_traits_to_grain_yield_prediction_in_sorghum_/29914145; https://plos.figshare.com/articles/dataset/Performance_comparison_of_machine_learning_models_for_grain_yield_prediction_in_sorghum_accessions_/29914142; https://plos.figshare.com/articles/dataset/Performance_metrics_for_machine_learning_models_classifying_sorghum_accessions_into_four_clusters_on_an_ADASYN-oversampled_dataset_/29914139; https://plos.figshare.com/articles/dataset/Performance_of_machine_learning_models_on_the_cluster_classification_task_after_hyperparameter_tuning_with_5-fold_stratified_cross-validation_using_an_undersampled_dataset_/29914133; https://plos.figshare.com/articles/dataset/Summary_of_machine_learning_models_used_for_cluster_classification_/29914127; https://plos.figshare.com/articles/figure/Comparative_analysis_of_Ethiopian_and_Senegalese_accessions_clustering_using_various_machine_learning_and_statistical_techniques_/29914124; https://plos.figshare.com/articles/figure/Hierarchical_Clustering_Analysis_of_Sorghum_Accessions_and_Traits_/29914121; https://plos.figshare.com/articles/figure/Methodological_flowchart_outlining_the_study_s_workflow_/29914115; https://plos.figshare.com/articles/figure/Principal_component_analysis_of_Ethiopian_and_Senegalese_sorghum_accessions_/29914118; https://pubmed.ncbi.nlm.nih.gov/40811498/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=420812,47,prom_seed_quality_ml_2025,Linked to a source described in Table S1,,Publisher reference list,47
prombib_168,The NPGS Sudan sorghum germplasm collection reveals a novel cluster of R genes associated with rust resistant.,2025,10.1002/tpg2.70113,Hugo E. Cuevas; Louis K. Prom,Crossref; OpenAlex; PubMed,3,10.1002/tpg2.70113; 40955042; https://openalex.org/W4414253711,https://doi.org/10.1002/tpg2.70113; https://pubmed.ncbi.nlm.nih.gov/40955042/,55,prom_sudan_rust_2025,Linked to a source described in Table S1,,Publisher reference list,55
prombib_169,Unveiling the potential role of dhurrin in sorghum during infection by the head smut pathogen sporisorium reilianum f. sp. reilianum,2025,10.3390/plants14050740,"Fall, C.; Lim, S.; Ahn, E.J.; Park, S.; Prom, L.K.; Magill, C.",Crossref; OpenAlex; PubMed; USDA NAL PubAg; USDA-ARS TEKTRAN,5,10.3390/plants14050740; 40094642; 422653; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916864138707426; https://openalex.org/W4408055629,https://doi.org/10.3390/plants14050740; https://na91.alma.exlibrisgroup.com/primaws/rest/pub/pnxs/L/9916864138707426; https://pubmed.ncbi.nlm.nih.gov/40094642/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=422653,69,prom_dhurrin_head_smut_2025,Linked to a source described in Table S1,,Publisher reference list,69
prombib_170,A haplotype-layered GWAS identifies a multi-trait grain mold resistance hub on sorghum chromosome 5,2026,10.1007/s00122-026-05222-9,"Ahn, E.J.; Oh, S.; Prom, L.K.; Lim, S.; Meinhardt, L.W.; Magill, C.",Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,4,10.1007/s00122-026-05222-9; 41949611; 431539; https://openalex.org/W7151914957,https://doi.org/10.1007/s00122-026-05222-9; https://pubmed.ncbi.nlm.nih.gov/41949611/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=431539,45,prom_haplotype_grain_mold_2026,Linked to a source described in Table S1,,Publisher reference list,45
prombib_171,Agronomic traits of sorghum cultivars from the US and Senegal and their response to grain mold infection,2026,10.4236/ajps.2026.173020,"Prom, L.K.; Ahn, E.; Isakeit, T.; Magill, C.",Crossref; USDA-ARS TEKTRAN,2,10.4236/ajps.2026.173020; 432139,https://doi.org/10.4236/ajps.2026.173020; https://www.ars.usda.gov/research/publications/publication/?seqNo115=432139,56,,Quantitative sorghum disease results linked to Table S1,Table 2 reports 24 named cultivars or lines and pooled panicle and threshed-grain mold ratings from two Senegal locations.,Publisher reference list,56
prombib_172,Canopy leaf-angle architecture and leaf blade–midrib susceptibility are associated with anthracnose severity in sorghum and johnsongrass,2026,10.1094/pdis-04-26-0770-re,"Ahn, E.J.; Baek, I.; Prom, L.K.; Lim, S.; Park, S.; Kim, M.S.; Meinhardt, L.W.; Magill, C.",Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,4,10.1094/pdis-04-26-0770-re; 42231868; 430351; https://openalex.org/W7163326442,https://doi.org/10.1094/pdis-04-26-0770-re; https://pubmed.ncbi.nlm.nih.gov/42231868/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=430351,0,prom_canopy_anthracnose_2026,Linked to a source described in Table S1,,Bibliographic metadata,0
prombib_173,Decoupling the chemical and physical origins of the seed spectral manifold in sorghum,2026,10.1038/s41540-026-00728-w,"Baek, I.; Lim, S.; Hwang, C.; Kim, M.S.; Park, S.; Prom, L.K.; Magill, C.; Meinhardt, L.W.; Ahn, E.J.",Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,4,10.1038/s41540-026-00728-w; 42115206; 430358; https://openalex.org/W7160775327,https://doi.org/10.1038/s41540-026-00728-w; https://pubmed.ncbi.nlm.nih.gov/42115206/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=430358,0,,Broader sorghum literature context,,Literature context,
prombib_174,Genomic analysis of resistance to Exserohilum turcicum in Nigerien and Senegalese sorghum using GWAS and machine learning,2026,10.3390/pathogens15040389,"Prom, L.K.; Ahn, E.J.S.; Tukuli, A.R.; Botkin, J.R.; Park, S.; Perkin, L.C.; Magill, C.W.",Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,4,10.3390/pathogens15040389; 42075717; 432687; https://openalex.org/W7150051187,https://doi.org/10.3390/pathogens15040389; https://pubmed.ncbi.nlm.nih.gov/42075717/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=432687,57,prom_leaf_blight_ml_2026,Linked to a source described in Table S1,,Publisher reference list,57
prombib_175,High-density mutation tracks are associated with proton-beam irradiation patterns in Sorghum bicolor,2026,10.1002/tpg2.70267,"Ahn, E.J.; Baek, I.; Lim, S.; Prom, L.K.; Kim, M.S.; Meinhardt, L.W.; Magill, C.",Crossref; OpenAlex; PubMed; USDA-ARS TEKTRAN,4,10.1002/tpg2.70267; 42374555; 431303; https://openalex.org/W7166539882,https://doi.org/10.1002/tpg2.70267; https://pubmed.ncbi.nlm.nih.gov/42374555/; https://www.ars.usda.gov/research/publications/publication/?seqNo115=431303,37,,Broader sorghum literature context,,Literature context,
prombib_176,Diseases of johnsongrass: Possible role as a reservoir of pathogens to other plants,,,Ezekiel Ahn; Louis Prom; Clint Magill,USDA-ARS TEKTRAN,1,377245,https://www.ars.usda.gov/research/publications/publication/?seqNo115=377245,0,,Bibliographic context,,Bibliographic metadata,0
prombib_177,Genomic dissection of anthracnose resistance response in Sorghum bicolor (L.) Moench,,,Hugo Cuevas; Clara Cruet; Louis Prom; Joseph Knoll,USDA-ARS TEKTRAN,1,348120,https://www.ars.usda.gov/research/publications/publication/?seqNo115=348120,0,,Bibliographic context,,Bibliographic metadata,0
prombib_178,Genomic dissection of anthracnose resistant response in sorghum [Sorghum bicolor (L.)],,,Hugo Cuevas; Louis Prom; Joseph Knoll; Wilfred Vermerris,USDA-ARS TEKTRAN,1,337218,https://www.ars.usda.gov/research/publications/publication/?seqNo115=337218,0,,Bibliographic context,,Bibliographic metadata,0
prombib_179,Inheritance and molecular mapping of anthracnose resistance gene present in the differential line PI533918,,,Hugo Cuevas; Louis Prom; John Erpelding; Giseiry Rosa,USDA-ARS TEKTRAN,1,299921,https://www.ars.usda.gov/research/publications/publication/?seqNo115=299921,0,,Bibliographic context,,Bibliographic metadata,0
