Source identifier,Date located,Title,Citation,DOI or repository identifier,Publication or repository page,Source file URL,Published file name,Date accessed,Source file SHA-256,Published rights or license terms,Location of rights or license terms,Reuse permitted by published terms,Disease or diseases,Germplasm detail,Phenotype detail,Assay or field context,Relationship to measurements in other reports,Scientific use,Starting publication identifiers,Starting publication titles,Citation-tracing depth,Matching source identifiers
onegen_0038,2026-07-14,"Association and Interrelationship Among Agronomic Traits and Fungal Diseases of Sorghum, Anthracnose and Grain Mold","Association and Interrelationship Among Agronomic Traits and Fungal Diseases of Sorghum, Anthracnose and Grain Mold (2024)",10.3390/crops4040045,https://www.mdpi.com/2673-7655/4/4/45,https://www.mdpi.com/article/10.3390/crops4040045/s1,Table S1: accession list only,,,Creative Commons Attribution 4.0,Https://www.mdpi.com/2673-7655/4/4/45,Reuse permitted under the published terms,Anthracnose; Grain mold,91 accessions/cultivars,Public Supplementary Table S1 provides an accession list; disease values are available by request,,,Literature context,prombib_171,Agronomic traits of sorghum cultivars from the US and Senegal and their response to grain mold infection,1,prom_crops_anthracnose_grain_mold_2024
onegen_0039,2026-07-14,Association of Plant Color and Pericarp Color with Colonization of Grain by Members of Fusarium and Alternaria in Near-Isogenic Sorghum Lines,Association of Plant Color and Pericarp Color with Colonization of Grain by Members of Fusarium and Alternaria in Near-Isogenic Sorghum Lines,10.1094/pd-90-0411,,,,2026-07-14,,,,,,,,,,Literature context,prombib_052; prombib_059; prombib_061; prombib_069,"Assessment of sorghum germplasm from Burkina Faso and South Africa to identify new sources of resistance to grain mold and anthracnose; Assessments of genetic diversity and anthracnose disease response among Zimbabwe sorghum germplasm.; Isolation and characterization of the grain mold fungi Cochliobolus and Alternaria spp. from sorghum using semiselective media and DNA sequence analyses.; Response of near isogenic sorghum lines, differing at the P locus for plant color, to grain mold and head smut fungi",1,
onegen_0040,2026-07-14,"Beshir, M.M., Ahmed, N.E., Mukhtar, A., Babiker, I.H., Rubaihayo, P. and Okori, P. (2015) Prevalence and Severity of Sorghum Leaf Blight in the Sorghum Growing Areas of Central Sudan. Journal of Agricultural Research, 4, 54-60. https://repository.ruforum.org/sites/default/files/Beshir%20et%20al_2015%20Wudpeker%20Journal.pdf","Beshir, M.M., Ahmed, N.E., Mukhtar, A., Babiker, I.H., Rubaihayo, P. and Okori, P. (2015) Prevalence and Severity of Sorghum Leaf Blight in the Sorghum Growing Areas of Central Sudan. Journal of Agricultural Research, 4, 54-60. https://repository.ruforum.org/sites/default/files/Beshir%20et%20al_2015%20Wudpeker%20Journal.pdf",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_138,"A survey of the major sorghum production regions for foliar and panicle diseases during the 2022 growing season in Senegal, West Africa",1,
onegen_0041,2026-07-14,"Birhanu, C., Girma, G., Mekbib, F., Nida, H., Tirfessa, A., Lule, D., Bekeko, Z., Ayana, G., Bejiga, T., and Bedada, G. (2024). Exploring the genetic basis of anthracnose resistance in Ethiopian sorghum through a genome-wide association study. BMC Genom., 25.",Exploring the genetic basis of anthracnose resistance in Ethiopian sorghum through a genome-wide association study (2024),10.1186/s12864-024-10545-2,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-024-10545-2,https://static-content.springer.com/esm/art%3A10.1186%2Fs12864-024-10545-2/MediaObjects/12864_2024_10545_MOESM1_ESM.xlsx,12864_2024_10545_MOESM1_ESM.xlsx,2026-07-14,486997e433ddbd24ef30c9c8da18bd5572350bdb558f9a44d6ca278f2612f67f,Creative Commons Attribution 4.0,Https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-024-10545-2,Reuse permitted under the published terms,Anthracnose,358 genotypes,Public accession-by-location combined dough-stage table,,Distinct Ethiopian multi-location experiment,Quantitative analysis of accession or line responses,prombib_150; prombib_162,"A machine learning approach to genome-wide association mapping of disease resistance and geographic origin in sorghum; Association and interrelationship among agronomic traits and fungal diseases of sorghum, anthracnose and grain mold",1,ethiopian_field_anthracnose_multisite
onegen_0042,2026-07-14,"Boora KS, Frederiksen RA, Magill CW (1999) A molecular marker that segregates with sorghum leaf blight resistance in one cross is maternally inherited in another. Mol Gen Genet 261:317–322. doi:10.1007/s004380050972","Boora KS, Frederiksen RA, Magill CW (1999) A molecular marker that segregates with sorghum leaf blight resistance in one cross is maternally inherited in another. Mol Gen Genet 261:317–322. doi:10.1007/s004380050972",10.1007/s004380050972,,,,2026-07-14,,,,,,,,,,Literature context,prombib_031,"Molecular mapping of Cg1, a gene for resistance to anthracnose (Colletotrichum sublineolum) in sorghum",1,
onegen_0043,2026-07-14,"Borah, N.N. (2018). Identification of Host-Specific Virulence Factors of the Smut Fungus Sporisorium reilianum by Genotype to Phenotype Mapping. [Ph.D. Thesis, RWTH Aachen University].","Borah, N.N. (2018). Identification of Host-Specific Virulence Factors of the Smut Fungus Sporisorium reilianum by Genotype to Phenotype Mapping. [Ph.D. Thesis, RWTH Aachen University].",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_128,A Genome-Wide Association Study of Senegalese Sorghum Seedlings Responding to Pathotype 5 of Sporisorium reilianum.,1,
onegen_0044,2026-07-14,Breeding for disease resistance in sorghum.,Breeding for disease resistance in sorghum.,,,,,2026-07-14,,,,,,,,,,Literature context,prombib_031; prombib_045; prombib_055; prombib_066,"Evaluation of the Ugandan sorghum accessions for grain mold and anthracnose resistance; Inheritance and molecular mapping of anthracnose resistance genes present in sorghum line SC112-14; Molecular mapping of Cg1, a gene for resistance to anthracnose (Colletotrichum sublineolum) in sorghum; Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew",1,
onegen_0045,2026-07-14,"Breeding Sorghum for Resistance to Anthracnose, Grain Mold, Downy Mildew, and Head Smuts","Breeding Sorghum for Resistance to Anthracnose, Grain Mold, Downy Mildew, and Head Smuts",10.1002/9780470384923.ch47,,,,2026-07-14,,,,,,,,,,Literature context,prombib_124; prombib_127,"Response of sorghum accessions against newly documented pathotypes 5 and 6 of head smut pathogen, Sporisorium reilianum; The response of sorghum cultivars to mixtures of compatible and incompatible isolates and different conidia concentrations of Colletotrichum sublineola",1,
onegen_0046,2026-07-14,"Cardwell KF, Duncan RR, Frederiksen RA (1987) Failure of vertical resistance of selected differential sorghum cultivars due to variations in the population of Colletotrichum graminicola and the relation of rainfall incidence over seven years. Sorghum Newsl 30:82","Cardwell KF, Duncan RR, Frederiksen RA (1987) Failure of vertical resistance of selected differential sorghum cultivars due to variations in the population of Colletotrichum graminicola and the relation of rainfall incidence over seven years. Sorghum Newsl 30:82",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_031,"Molecular mapping of Cg1, a gene for resistance to anthracnose (Colletotrichum sublineolum) in sorghum",1,
onegen_0047,2026-07-14,"Castor, L.L., 1981. Grain mold histopathology, damage assessment, and resistance screening within Sorghum bicolor (L.) Moench lines. Ph.D. Dissertation Texas A. & M. University, College Station, TX. 177pp.","Castor, L.L., 1981. Grain mold histopathology, damage assessment, and resistance screening within Sorghum bicolor (L.) Moench lines. Ph.D. Dissertation Texas A. & M. University, College Station, TX. 177pp.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_011,"Response of eight sorghum cultivars inoculated with Fusarium thapsinum, Curvularia lunata, and a mixture of the two fungi",1,
onegen_0048,2026-07-14,"Castor, L.L., 1981. Grain mold histopathology, damage assessment and resistance screening within Sorghum bicolor (L.) Moench lines. PhD Thesis, Texas A&M University, College Station, TX. p. 177.","Castor, L.L., 1981. Grain mold histopathology, damage assessment and resistance screening within Sorghum bicolor (L.) Moench lines. PhD Thesis, Texas A&M University, College Station, TX. p. 177.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_045,Evaluation of the Ugandan sorghum accessions for grain mold and anthracnose resistance,1,
onegen_0049,2026-07-14,Castor L.L.(1981)Grain mold histopathology damage assessment and resistance screening withinSorghum bicolor(L.) Moench lines. PhD Dissertation Texas A&M University College Station TX. pp.177.,Castor L.L.(1981)Grain mold histopathology damage assessment and resistance screening withinSorghum bicolor(L.) Moench lines. PhD Dissertation Texas A&M University College Station TX. pp.177.,,,,,2026-07-14,,,,,,,,,,Literature context,prombib_037,Expression of pathogenesis-related protein PR-10 in sorghum floral tissues in response to inoculation with Fusarium thapsinum and Curvularia lunata.,1,
onegen_0050,2026-07-14,"Castor, L. L. Grain mold histopathology, damage assessment, and resistance screening withinSorghum bicolor(L.) Moench lines. Ph.D. Dissertation Texas A&M University, College Station, TX, 1981; 177 pp.","Castor, L. L. Grain mold histopathology, damage assessment, and resistance screening withinSorghum bicolor(L.) Moench lines. Ph.D. Dissertation Texas A&M University, College Station, TX, 1981; 177 pp.",,,,,2026-07-14,,,,,,,,,,Literature context,prombib_018,Role of chitinase and sormatin accumulation in the resistance of sorghum cultivars to grain mold.,1,
onegen_0051,2026-07-14,cDNA Cloning of a Sorghum Pathogenesis-Related Protein (PR-10) and Differential Expression of Defense-Related Genes Following Inoculation with Cochliobolus heterostrophus or Colletotrichum sublineolum,cDNA Cloning of a Sorghum Pathogenesis-Related Protein (PR-10) and Differential Expression of Defense-Related Genes Following Inoculation with Cochliobolus heterostrophus or Colletotrichum sublineolum,10.1094/mpmi.1999.12.6.479,,,,2026-07-14,,,,,,,,,,Literature context,prombib_037; prombib_116,Diseases of Johnsongrass ( Sorghum halepense ): possible role as a reservoir of pathogens affecting other plants; Expression of pathogenesis-related protein PR-10 in sorghum floral tissues in response to inoculation with Fusarium thapsinum and Curvularia lunata.,1,
onegen_0052,2026-07-14,"Chen, S., Zhao, Z., Liu, X., Li, K., Arif, M., Zhang, B., Dong, L., Wang, R., Ren, M., and Xie, X. (2024). Response and disease resistance evaluation of sorghum seedlings under anthracnose stress. Sci. Rep., 14.","Chen, S., Zhao, Z., Liu, X., Li, K., Arif, M., Zhang, B., Dong, L., Wang, R., Ren, M., and Xie, X. (2024). Response and disease resistance evaluation of sorghum seedlings under anthracnose stress. Sci. Rep., 14.",10.1038/s41598-024-70088-0,,,,2026-07-14,,,,,,,,,,Literature context,prombib_150,"Association and interrelationship among agronomic traits and fungal diseases of sorghum, anthracnose and grain mold",1,
onegen_0053,2026-07-14,Chinese sorghum germplasm evaluated for resistance to downy mildew and anthracnose,Chinese sorghum germplasm evaluated for resistance to downy mildew and anthracnose (2007),URL:http://agrobiol.sggw.pl/~cbcs/articles/CBCS_2_1_4.pdf,http://agrobiol.sggw.pl/~cbcs/articles/CBCS_2_1_4.pdf,,article PDF tables,,,,Http://agrobiol.sggw.pl/~cbcs/articles/CBCS_2_1_4.pdf,,Downy mildew; anthracnose,Chinese germplasm,Disease-response values for candidate accessions,,Distinct measurements from this study,Literature context,prombib_055; prombib_061; prombib_063; prombib_101,"Assessments of genetic diversity and anthracnose disease response among Zimbabwe sorghum germplasm.; Evaluation of Gambian and Malian sorghum germplasm against downy mildew pathogen, Peronosclerospora sorghi, in Mexico and the USA; New sources of sorghum resistant genotypes to downy mildew diseases in Uganda; Sorghum pathology and biotechnology - a fungal disease perspective: Part II. Anthracnose, stalk rot, and downy mildew",1,prom_chinese_downy_anthracnose_2007
onegen_0054,2026-07-14,Comparison of Sorghum Seedling Reactions to Sporisorium reilianum in Relation to Sorghum Head Smut Resistance Classes,Comparison of Sorghum Seedling Reactions to Sporisorium reilianum in Relation to Sorghum Head Smut Resistance Classes,10.1094/pd-76-0314,,,,2026-07-14,,,,,,,,,,Literature context,prombib_047; prombib_048; prombib_124; prombib_128; prombib_135; prombib_142; prombib_145; prombib_157,"A Genome-Wide Association Study of Senegalese Sorghum Seedlings Responding to Pathotype 5 of Sporisorium reilianum.; Genome-wide association analysis uncovers genes associated with resistance to head smut pathotype 5 in senegalese sorghum accessions; Genome-wide association study of seed morphology traits in Senegalese sorghum cultivars; Inoculation and screening methods for major sorghum diseases caused by fungal pathogens: Claviceps africana, Colletotrichum sublineola, Sporisorium reilianum, Peronosclerospora sorghi and Macrophomina phaseolina; Response of senegalese sorghum seedlings to pathotype 5 of Sporisorium reilianum; Response of sorghum accessions against newly documented pathotypes 5 and 6 of head smut pathogen, Sporisorium reilianum; Sorghum pathology and biotechnology - a fungal disease perspective: Part I. Grain mold, head smut, and ergot; Virulence and Molecular Genotyping Studies of Sporisorium reilianum Isolates in Sorghum.",1,
onegen_0055,2026-07-14,Conserved defense responses between maize and sorghum to Exserohilum turcicum,Conserved defense responses between maize and sorghum to Exserohilum turcicum. BMC Plant Biology. 2020.,10.1186/s12870-020-2275-z,https://doi.org/10.1186/s12870-020-2275-z,https://static-content.springer.com/esm/art%3A10.1186%2Fs12870-020-2275-z/MediaObjects/12870_2020_2275_MOESM5_ESM.csv,onegen_0055_phenotypes.csv,2026-07-14,0423989b0f2467ee8328f4f1abf94cea4a52eb3a7d41a5a9a58de48443a0f0f4,Creative Commons Attribution 4.0 for the article; Creative Commons Zero for repository data,Article license and data-rights statement,Reuse permitted under the published terms,Leaf blight,696 uniquely labeled plots in Additional File 5,"BLUP columns for 2016, 2017, combined 2016-2017, and 2018 incubation period",Sorghum conversion panel,Distinct leaf-blight experiment; the article and supplementary data file report the same measurements,Descriptive scientific context,prombib_116; prombib_137; prombib_174,"A genome-wide association study of Nigerien and Senegalese sorghum germplasms of Exserohilum turcicum, the causal agent of leaf blight; Diseases of Johnsongrass ( Sorghum halepense ): possible role as a reservoir of pathogens affecting other plants; Genomic analysis of resistance to Exserohilum turcicum in Nigerien and Senegalese sorghum using GWAS and machine learning",1,
